"U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","UPrime2Mean:0","UPrime2Mean:1","UPrime2Mean:2","UPrime2Mean:3","UPrime2Mean:4","UPrime2Mean:5","UWater:0","UWater:1","UWater:2","alpha.water","k","kMean","nut","p_rgh","p_rghMean","rho","p","Points:0","Points:1","Points:2"
1.5031,-0.44019,-0.44652,1.5041,-0.35341,-0.3838,0.011617,0.0076138,0.014333,0.0014367,0.0060003,-9.6034e-05,0.60585,-0.16046,-0.17386,0.3819,0.014364,0.014166,7.7244e-05,-38.409,-45.19,382.52,52.913,2.0273,-0.19073,0.034332
1.5027,-0.43989,-0.44755,1.5045,-0.35409,-0.38475,0.011566,0.0076226,0.014341,0.0014553,0.0059988,-8.4687e-05,0.60479,-0.16022,-0.17426,0.38138,0.014312,0.014142,7.7184e-05,-38.518,-45.324,382,52.131,2.027,-0.19073,0.034409
1.5284,-0.46798,-0.404,1.5105,-0.34704,-0.34137,0.01246,0.007818,0.01509,0.0014278,0.0069178,-0.00028177,0.64591,-0.17587,-0.16444,0.3968,0.015618,0.014709,7.3802e-05,-43.175,-49.758,397.41,63.847,2.0364,-0.19073,0.033995
1.5035,-0.44029,-0.44633,1.5045,-0.3534,-0.38358,0.011608,0.0076118,0.014336,0.0014367,0.006001,-9.4793e-05,0.60604,-0.16053,-0.17372,0.38189,0.01437,0.014166,7.72e-05,-38.524,-45.301,382.5,52.866,2.0274,-0.19073,0.034324
1.5419,-0.4781,-0.38586,1.5007,-0.33092,-0.31069,0.014381,0.0079963,0.015358,0.00075002,0.0070507,-0.0014456,0.70855,-0.19357,-0.16864,0.43167,0.017128,0.015376,6.1393e-05,-48.452,-52.519,432.23,80.102,2.0454,-0.19073,0.032138
1.5301,-0.46858,-0.40308,1.5127,-0.347,-0.34009,0.012405,0.0078098,0.015104,0.0014301,0.006917,-0.00027197,0.6476,-0.17661,-0.16403,0.39733,0.01566,0.014718,7.3299e-05,-43.841,-50.523,397.93,63.765,2.0369,-0.19073,0.033943
1.5634,-0.49879,-0.35946,1.5183,-0.32469,-0.2714,0.014385,0.0085398,0.015955,0.0009384,0.0076269,-0.0014169,0.75523,-0.21283,-0.16971,0.45489,0.018076,0.015748,4.3908e-05,-57.279,-60.802,455.43,85.159,2.0545,-0.19073,0.031811
1.549,-0.48158,-0.38224,1.5121,-0.33101,-0.30402,0.014032,0.0079739,0.015432,0.00079837,0.0070474,-0.001347,0.71995,-0.19875,-0.16849,0.43702,0.017354,0.015433,5.8655e-05,-51.899,-56.518,437.59,80.361,2.0481,-0.19073,0.031894
1.5728,-0.50767,-0.35576,1.5222,-0.31382,-0.24506,0.015103,0.0087785,0.016575,0.00046198,0.0076713,-0.0021727,0.81492,-0.233,-0.17893,0.48947,0.019385,0.016252,2.885e-05,-65.734,-67.033,489.98,95.624,2.0636,-0.19073,0.030386
1.5695,-0.50264,-0.3573,1.5308,-0.32476,-0.26378,0.01395,0.0085239,0.016038,0.0010076,0.0076032,-0.001283,0.77218,-0.2204,-0.17176,0.46444,0.018374,0.015836,4.126e-05,-61.164,-64.932,464.98,86.724,2.0576,-0.19073,0.031482
1.5871,-0.52344,-0.34432,1.5488,-0.30806,-0.21101,0.014077,0.0092523,0.016714,0.00098141,0.0077593,-0.0014911,0.85928,-0.25431,-0.18584,0.51555,0.020337,0.016594,1.2894e-05,-75.289,-74.846,516.03,100.34,2.0727,-0.19073,0.029943
1.5801,-0.51382,-0.35431,1.5417,-0.31443,-0.23291,0.014302,0.0088032,0.016676,0.00066328,0.0076306,-0.0018437,0.84027,-0.24534,-0.18371,0.50509,0.01985,0.016401,2.5526e-05,-71.834,-72.928,505.59,98.128,2.0683,-0.19073,0.02992
1.5904,-0.52913,-0.34646,1.5637,-0.30058,-0.18673,0.013634,0.0095763,0.017243,0.00083908,0.0077382,-0.0015588,0.89319,-0.26941,-0.19369,0.53756,0.021537,0.017034,8.1673e-06,-83.956,-81.91,538.02,105.91,2.0818,-0.19073,0.028769
1.592,-0.52957,-0.34567,1.5693,-0.30875,-0.19782,0.013184,0.00931,0.016801,0.0012191,0.0076793,-0.0011064,0.88076,-0.26643,-0.1914,0.5303,0.020898,0.016789,1.1246e-05,-81.896,-80.593,530.77,102.5,2.078,-0.19073,0.029362
1.5961,-0.53886,-0.3416,1.5963,-0.29699,-0.15743,0.012014,0.0099356,0.016866,0.0016301,0.007422,-0.00044708,0.90204,-0.28055,-0.19647,0.54607,0.022523,0.017395,4.6503e-06,-92.368,-88.772,546.52,105.98,2.0909,-0.19073,0.02816
1.594,-0.53671,-0.34811,1.5903,-0.30203,-0.16953,0.0124,0.0097215,0.017136,0.0013064,0.0075682,-0.00087759,0.90207,-0.2794,-0.19729,0.54639,0.02223,0.017292,7.2538e-06,-91.349,-88.312,546.84,105.86,2.0883,-0.19073,0.028107
1.5944,-0.54006,-0.33816,1.6198,-0.29368,-0.13362,0.010948,0.010373,0.016811,0.0019634,0.0071964,0.00012139,0.87575,-0.27706,-0.18911,0.53372,0.023546,0.017816,4.5595e-06,-97.443,-95.159,534.18,102.25,2.1,-0.19073,0.027149
1.5968,-0.54464,-0.34039,1.6228,-0.29854,-0.13875,0.010818,0.010178,0.016613,0.0021502,0.0071692,0.0002737,0.87973,-0.27967,-0.19082,0.53648,0.023293,0.017708,4.6711e-06,-97.496,-94.647,536.94,101.82,2.0982,-0.19073,0.027379
1.594,-0.53632,-0.27748,1.6772,-0.29457,-0.08281,0.00853,0.011337,0.014898,0.0037048,0.0060077,0.0021224,0.68735,-0.22003,-0.12344,0.42336,0.02532,0.01863,3.9392e-06,-85.431,-105.17,423.93,81.58,2.1182,-0.19073,0.025541
1.5946,-0.53755,-0.28081,1.6773,-0.29552,-0.084881,0.0084977,0.011288,0.014962,0.0036859,0.0060451,0.0021034,0.69453,-0.22307,-0.12649,0.42775,0.025272,0.018604,4.0045e-06,-86.137,-104.85,428.32,82.028,2.1176,-0.19073,0.025596
1.5944,-0.54156,-0.31916,1.6523,-0.294,-0.10764,0.0094763,0.010763,0.015902,0.0028917,0.0066093,0.0012532,0.80221,-0.25751,-0.16497,0.49221,0.024461,0.018211,4.8177e-06,-95.944,-100.63,492.72,93.133,2.1091,-0.19073,0.026392
1.5942,-0.54346,-0.32339,1.65,-0.29588,-0.11115,0.0096149,0.010727,0.016064,0.0027659,0.0067248,0.0010973,0.80651,-0.25918,-0.16655,0.49503,0.024389,0.018183,4.7791e-06,-96.334,-100.67,495.54,93.363,2.1083,-0.19073,0.026364
1.594,-0.53634,-0.27711,1.6773,-0.29455,-0.082673,0.0085318,0.011339,0.014893,0.0037061,0.006007,0.0021226,0.6867,-0.21987,-0.12309,0.42295,0.025322,0.018632,3.929e-06,-85.446,-105.24,423.53,81.417,2.1182,-0.19073,0.025537
1.5859,-0.51052,-0.19099,1.6752,-0.28038,-0.051892,0.009132,0.012169,0.013693,0.0040854,0.0053045,0.0023572,0.5677,-0.17107,-0.073054,0.34848,0.02598,0.019036,2.0425e-06,-69.61,-109.04,349.13,74.198,2.1273,-0.19073,0.024849
1.5856,-0.51058,-0.18483,1.6758,-0.28008,-0.050106,0.0091701,0.012208,0.013614,0.0041099,0.0052897,0.002358,0.55839,-0.16876,-0.068578,0.34293,0.026017,0.019064,1.9323e-06,-69.374,-109.8,343.59,72.301,2.1281,-0.19073,0.024808
1.5735,-0.48043,-0.087499,1.6727,-0.26727,-0.023091,0.0098409,0.013042,0.012485,0.0045428,0.0045415,0.0024883,0.46998,-0.13314,-0.033949,0.28836,0.026525,0.01943,9.6524e-07,-55.561,-111.97,289.07,68.052,2.1364,-0.19073,0.024316
1.5714,-0.47986,-0.078127,1.6734,-0.26668,-0.020184,0.0099307,0.013123,0.01236,0.0045988,0.0045072,0.0024861,0.45789,-0.13035,-0.028265,0.28174,0.026593,0.019483,9.0332e-07,-54.955,-112.98,282.46,66.023,2.1377,-0.19073,0.024256
1.5552,-0.45088,-0.0016748,1.6696,-0.25469,0.0037134,0.010675,0.01394,0.011384,0.0050587,0.0037329,0.0024763,0.41873,-0.11277,-0.0092995,0.25853,0.027012,0.019823,4.6627e-07,-48.687,-114.04,259.27,65.165,2.1455,-0.19073,0.023923
1.5513,-0.4493,0.0066949,1.6701,-0.25381,0.0073266,0.010827,0.014066,0.011247,0.0051531,0.0036746,0.0024718,0.4111,-0.11104,-0.0044482,0.25508,0.027119,0.019901,5.0994e-07,-48.488,-115,255.82,64.083,2.1472,-0.19073,0.02386
1.535,-0.42619,0.052395,1.6654,-0.24228,0.02877,0.011656,0.014851,0.010501,0.005628,0.0028853,0.0023234,0.4072,-0.10591,0.0057236,0.2539,0.027492,0.020221,9.1157e-07,-48.531,-115.07,254.65,64.943,2.1546,-0.19073,0.023654
1.5309,-0.42394,0.058032,1.6655,-0.24111,0.032745,0.011872,0.01502,0.010386,0.0057635,0.0028025,0.0023202,0.40708,-0.1055,0.0091086,0.2551,0.027637,0.020323,1.0322e-06,-49.612,-115.8,255.85,64.802,2.1566,-0.19073,0.023602
1.5166,-0.40731,0.08148,1.6601,-0.22973,0.052134,0.012807,0.015772,0.0099106,0.0062602,0.0020222,0.0020515,0.41355,-0.10459,0.014745,0.26061,0.028005,0.02063,1.6911e-06,-52.106,-115.18,261.35,65.373,2.1636,-0.19073,0.023508
1.5132,-0.40512,0.084811,1.6598,-0.22829,0.056181,0.013083,0.015977,0.0098419,0.0064324,0.0019174,0.0020529,0.41893,-0.10521,0.016948,0.26502,0.028174,0.020754,1.7621e-06,-54.205,-115.6,265.75,65.753,2.1658,-0.19073,0.023475
1.4994,-0.39382,0.095944,1.6538,-0.21683,0.073954,0.014142,0.01669,0.0096399,0.0069563,0.0011509,0.0017,0.42803,-0.10629,0.019878,0.27249,0.028542,0.021051,2.3089e-06,-57.174,-114.34,273.22,66.198,2.1727,-0.19073,0.023479
1.4972,-0.3922,0.098193,1.6531,-0.21516,0.077824,0.014459,0.016913,0.0096272,0.007152,0.0010314,0.0017069,0.43548,-0.10731,0.021534,0.27777,0.028733,0.021191,2.3101e-06,-59.523,-114.46,278.49,66.743,2.1749,-0.19073,0.023468
1.4821,-0.38525,0.10627,1.6465,-0.20338,0.094225,0.015665,0.017598,0.0096996,0.0077091,0.00029236,0.00131,0.44125,-0.10878,0.02338,0.28345,0.029094,0.021482,2.6766e-06,-61.7,-112.73,284.17,66.801,2.1818,-0.19073,0.023571
1.4812,-0.38402,0.10865,1.6455,-0.20157,0.097695,0.015995,0.017816,0.009738,0.0079082,0.00016766,0.0013186,0.44934,-0.10978,0.025029,0.2886,0.029302,0.021628,2.4708e-06,-64.07,-112.61,289.31,67.24,2.1839,-0.19073,0.023582
1.4621,-0.379,0.12015,1.6384,-0.18934,0.113,0.017368,0.018456,0.010057,0.0084847,-0.00055852,0.00089777,0.45007,-0.11106,0.027227,0.29161,0.029644,0.021913,1.9746e-06,-65.275,-110.4,292.32,66.676,2.1909,-0.19073,0.023779
1.4617,-0.37761,0.12338,1.6374,-0.1875,0.1159,0.01768,0.018644,0.01013,0.0086659,-0.0006771,0.00090184,0.45576,-0.11116,0.029109,0.29486,0.029851,0.022054,1.8391e-06,-66.843,-110.13,295.56,66.949,2.1927,-0.19073,0.023807
1.4362,-0.37045,0.14312,1.6298,-0.17468,0.13021,0.01926,0.019239,0.010669,0.009262,-0.0014002,0.00047383,0.44671,-0.1104,0.032857,0.29232,0.030164,0.022333,1.3256e-06,-65.395,-107.55,293.03,66.147,2.2,-0.19073,0.024109
1.4354,-0.3688,0.14641,1.6288,-0.17302,0.13239,0.019521,0.019379,0.010755,0.009406,-0.0015009,0.00046782,0.44929,-0.10975,0.03459,0.29373,0.030342,0.022453,1.2379e-06,-65.89,-107.24,294.44,66.501,2.2015,-0.19073,0.024145
1.4034,-0.35829,0.17219,1.6209,-0.15963,0.14585,0.021348,0.019908,0.011481,0.010001,-0.0022308,2.4086e-05,0.43207,-0.10722,0.039902,0.28723,0.030627,0.022724,7.8878e-07,-61.29,-104.23,287.94,66.525,2.2091,-0.19073,0.024556
1.4023,-0.35681,0.17417,1.62,-0.15836,0.14723,0.021531,0.01999,0.011555,0.010095,-0.0023027,8.3731e-06,0.43377,-0.10679,0.040991,0.28842,0.030751,0.022809,7.5686e-07,-61.43,-103.99,289.13,67.018,2.2101,-0.19073,0.02459
1.3642,-0.34564,0.19256,1.6119,-0.14438,0.15987,0.02365,0.020434,0.012441,0.010676,-0.0030498,-0.00046431,0.42171,-0.10659,0.047177,0.28845,0.031002,0.023066,5.0741e-07,-57.504,-100.67,289.16,68.242,2.2182,-0.19073,0.025128
1.3637,-0.34473,0.19324,1.6115,-0.14376,0.16042,0.023732,0.020463,0.012478,0.010714,-0.0030824,-0.0004786,0.42281,-0.10637,0.047619,0.28922,0.031059,0.023104,5.5205e-07,-57.658,-100.56,289.93,68.462,2.2186,-0.19073,0.025146
1.3365,-0.33653,0.19577,1.606,-0.13395,0.16845,0.025385,0.020693,0.013163,0.011072,-0.0035924,-0.00083939,0.42262,-0.10814,0.052046,0.29686,0.031194,0.023264,1.1127e-06,-57.293,-98.068,297.56,69.457,2.2245,-0.19073,0.025601
1.3193,-0.31831,0.19887,1.5998,-0.12093,0.17235,0.026174,0.020738,0.013612,0.010824,-0.0035888,-0.0012319,0.42897,-0.10785,0.053994,0.30317,0.031171,0.02332,1.3414e-06,-58.365,-97.343,303.86,70.773,2.2273,-0.19073,0.025849
1.3204,-0.32036,0.19919,1.6002,-0.12226,0.17214,0.026128,0.02072,0.013572,0.010867,-0.0036085,-0.0012021,0.42881,-0.10797,0.053992,0.30299,0.031188,0.023317,1.341e-06,-58.436,-97.364,303.68,70.658,2.227,-0.19073,0.025851
1.2837,-0.25141,0.2068,1.5837,-0.079139,0.18196,0.028389,0.020563,0.015045,0.0097935,-0.0035215,-0.0026268,0.44165,-0.09885,0.059524,0.31424,0.031046,0.023462,7.8905e-07,-60.247,-94.852,314.93,72.392,2.2364,-0.19073,0.026821
1.2811,-0.25503,0.20863,1.5818,-0.08198,0.18204,0.028493,0.020741,0.014937,0.0099198,-0.0034611,-0.0024551,0.44514,-0.10053,0.059712,0.31613,0.031091,0.023472,8.0852e-07,-61.7,-95.569,316.81,72.161,2.2353,-0.19073,0.026629
1.2708,-0.16968,0.22189,1.5691,-0.037371,0.18882,0.030351,0.020449,0.016408,0.0085384,-0.0032246,-0.0039367,0.45199,-0.081174,0.06559,0.31725,0.030852,0.023603,3.043e-08,-59.892,-93.267,317.93,72.806,2.2455,-0.19073,0.027572
1.2705,-0.18504,0.22616,1.5706,-0.046012,0.18823,0.030149,0.020363,0.016156,0.0088575,-0.0033516,-0.003783,0.44862,-0.083383,0.065744,0.31514,0.030978,0.023573,3.0331e-08,-60.111,-93.27,315.82,72.258,2.2434,-0.19073,0.027597
1.285,-0.093129,0.23692,1.5629,-0.0027523,0.19116,0.031315,0.019789,0.01768,0.0072895,-0.0030544,-0.0053142,0.46761,-0.058824,0.073505,0.32341,0.030626,0.023672,0,-57.965,-90.692,324.08,74.566,2.2545,-0.19073,0.028737
1.2733,-0.10092,0.24537,1.558,-0.0077575,0.19288,0.031783,0.020249,0.017367,0.0075816,-0.0029597,-0.0049948,0.47297,-0.064346,0.074269,0.32526,0.030769,0.023702,0,-61.16,-92.351,325.93,74.29,2.2519,-0.19073,0.028221
1.3133,-0.017638,0.24538,1.555,0.031433,0.19243,0.032243,0.0196,0.018728,0.0060189,-0.0026629,-0.0063054,0.53087,-0.038642,0.084488,0.36013,0.030268,0.023822,0,-63.889,-90.418,360.77,80.46,2.2636,-0.19073,0.029247
1.2957,-0.03806,0.2519,1.5556,0.019632,0.19284,0.032216,0.019516,0.018411,0.0064859,-0.0028035,-0.0062089,0.50496,-0.044564,0.083243,0.34346,0.030481,0.023741,0,-61.229,-90.014,344.11,78.902,2.2598,-0.19073,0.029321
1.357,0.030441,0.23704,1.5568,0.054667,0.18878,0.032004,0.018639,0.019783,0.0049392,-0.0025388,-0.007382,0.61005,-0.015993,0.095882,0.41255,0.029712,0.023848,0,-71.1,-88.142,413.14,87.186,2.2727,-0.19073,0.030548
1.3273,0.029501,0.24985,1.5489,0.05061,0.19287,0.032907,0.019362,0.019318,0.0052887,-0.002386,-0.0070969,0.59061,-0.025243,0.095042,0.39524,0.030001,0.02389,0,-71.538,-90.262,395.85,86.374,2.2685,-0.19073,0.029718
1.4018,0.077326,0.21549,1.5543,0.07809,0.18606,0.032009,0.018465,0.020361,0.0040027,-0.0022557,-0.00788,0.73887,0.0047734,0.10408,0.48964,0.029088,0.024059,0,-89.77,-89.285,490.15,93.398,2.2818,-0.19073,0.030756
1.3696,0.060302,0.23272,1.5532,0.067137,0.18812,0.032331,0.018415,0.020159,0.0044389,-0.0023289,-0.007964,0.66563,-0.0046342,0.10224,0.44517,0.029399,0.023894,0,-79.044,-88.131,445.72,91.432,2.2764,-0.19073,0.030921
1.4572,0.092657,0.18583,1.5615,0.089236,0.17856,0.03106,0.01735,0.021134,0.0032439,-0.0022673,-0.0085434,0.86401,0.026165,0.10682,0.56663,0.028285,0.024079,0,-105.32,-87.59,567.06,96.045,2.2909,-0.19073,0.032142
1.4144,0.10141,0.20627,1.5511,0.088594,0.18479,0.032233,0.018276,0.020624,0.0035825,-0.0020451,-0.0083962,0.78926,0.016544,0.10551,0.51694,0.028715,0.024112,0,-96.897,-89.605,517.42,96.147,2.2853,-0.19073,0.031056
1.5,0.11769,0.14905,1.5619,0.10233,0.17345,0.030475,0.017225,0.021174,0.0027561,-0.0021039,-0.0085787,0.93005,0.043672,0.093742,0.59618,0.027709,0.024383,2.4486e-08,-114.61,-89.846,596.59,94.541,2.3,-0.19073,0.032041
1.4651,0.10371,0.17875,1.5599,0.094672,0.17731,0.031142,0.01722,0.021245,0.0030264,-0.0021373,-0.0088509,0.88358,0.032791,0.10427,0.57539,0.028031,0.024111,2.1637e-08,-107.42,-87.865,575.81,96.66,2.2931,-0.19073,0.032336
1.5535,0.11304,0.11398,1.5722,0.10315,0.16409,0.029284,0.016051,0.021674,0.0022675,-0.0021774,-0.0088646,0.9831,0.052597,0.080549,0.62056,0.026985,0.024429,3.5082e-08,-119.66,-88.816,620.94,88.659,2.3091,-0.19073,0.033474
1.5075,0.1258,0.1412,1.5603,0.1071,0.17183,0.030542,0.017111,0.021217,0.00258,-0.0019631,-0.0088692,0.93911,0.048638,0.088935,0.59807,0.027454,0.024422,7.7612e-08,-115.24,-90.32,598.47,94.034,2.3023,-0.19073,0.032207
1.5856,0.12435,0.074747,1.573,0.10847,0.15763,0.028468,0.015982,0.021212,0.0021396,-0.0020514,-0.0085664,0.98934,0.06066,0.058598,0.61331,0.026766,0.024826,7.6573e-08,-121.82,-91.637,613.69,83.103,2.3182,-0.19073,0.033096
1.5563,0.11519,0.11062,1.5716,0.1047,0.16328,0.029307,0.016003,0.02167,0.0022142,-0.0021185,-0.0089745,0.98651,0.053964,0.078364,0.62124,0.026884,0.024445,5.2747e-08,-120.14,-89.042,621.61,88.166,2.3101,-0.19073,0.033544
1.6281,0.11362,0.039332,1.5842,0.10178,0.14792,0.027367,0.014845,0.021443,0.0017874,-0.00209,-0.0085719,1.0079,0.060307,0.04117,0.61399,0.026286,0.024917,0,-125.11,-91.192,614.38,73.685,2.3271,-0.19073,0.034512
1.5886,0.12659,0.069871,1.5722,0.1101,0.15642,0.02851,0.015928,0.021174,0.0020934,-0.0019684,-0.0086932,0.99377,0.062186,0.05508,0.61427,0.026639,0.024851,9.3054e-08,-122.77,-92.016,614.66,82.21,2.3195,-0.19073,0.033172
1.6475,0.11713,0.0031874,1.584,0.10164,0.14041,0.026572,0.014782,0.020575,0.00188,-0.0019359,-0.0080895,0.96483,0.0613,0.021036,0.58057,0.026608,0.025395,9.0274e-08,-121.78,-94.028,580.99,67.521,2.3364,-0.19073,0.033933
1.6302,0.11344,0.036536,1.5845,0.10152,0.14729,0.027289,0.014814,0.021401,0.0017854,-0.0020862,-0.0085379,1.0057,0.060282,0.039733,0.61205,0.026299,0.024946,1.5213e-09,-124.97,-91.326,612.44,73.123,2.3278,-0.19073,0.034511
1.659,0.11204,-0.012656,1.5881,0.096924,0.13626,0.026238,0.01434,0.020532,0.0017601,-0.0018907,-0.0080549,0.94872,0.059395,0.013027,0.56765,0.026557,0.025461,3.5531e-08,-120.57,-94.132,568.08,63.051,2.3402,-0.19073,0.034505
1.6482,0.11771,0.001148,1.5836,0.10194,0.13988,0.0266,0.014763,0.020543,0.0018754,-0.0019017,-0.0081212,0.96223,0.061712,0.019017,0.57867,0.02657,0.025406,1.2207e-07,-121.25,-94.202,579.1,67.122,2.3369,-0.19073,0.033955
1.2809,-0.30641,-0.66788,1.4098,-0.36252,-0.58141,0.015898,0.0094384,0.012477,0.0016362,0.0025794,-0.0014883,0.48491,-0.1129,-0.23352,0.34121,0.008657,0.01077,1.8295e-05,-12.953,-8.0188,341.87,31.892,1.9802,-0.19073,0.050304
1.2843,-0.29919,-0.69877,1.4164,-0.35793,-0.60256,0.01386,0.0098983,0.01191,0.0018029,0.0024614,-0.00085754,0.46151,-0.1033,-0.23621,0.33025,0.0083601,0.010289,2.091e-05,-10.404,-3.2095,330.92,23.335,1.9764,-0.19073,0.05177
1.2917,-0.30741,-0.66275,1.418,-0.36264,-0.57767,0.015606,0.0094535,0.01236,0.0016718,0.0027199,-0.0014117,0.48184,-0.11079,-0.22574,0.33558,0.0086573,0.010758,1.8419e-05,-16.796,-11.909,336.24,28.736,1.9818,-0.19073,0.049993
1.3065,-0.31155,-0.65219,1.4285,-0.3635,-0.57012,0.015298,0.0094006,0.012318,0.0017128,0.002886,-0.0013421,0.47896,-0.10989,-0.21666,0.33007,0.008727,0.010839,1.8145e-05,-20.859,-16.783,330.74,26.253,1.9843,-0.19073,0.049361
1.3106,-0.32852,-0.61002,1.4228,-0.36634,-0.53735,0.017742,0.0088584,0.012984,0.001495,0.0032272,-0.0022426,0.50792,-0.11963,-0.2126,0.34206,0.0090917,0.011445,1.6692e-05,-26.993,-24.974,342.72,30.843,1.9909,-0.19073,0.047474
1.4432,-0.40059,-0.50141,1.4952,-0.36831,-0.43935,0.011624,0.0082239,0.014851,0.0019862,0.0050883,7.7994e-05,0.52972,-0.13577,-0.17976,0.34655,0.011708,0.013016,5.1782e-05,-34.359,-40.94,347.2,35.742,2.0091,-0.19073,0.041524
1.437,-0.39776,-0.50629,1.4919,-0.36929,-0.44401,0.01186,0.0083021,0.014847,0.002,0.0050069,-2.1446e-05,0.52572,-0.13451,-0.18221,0.34549,0.011528,0.012948,4.877e-05,-33.321,-39.682,346.15,35.459,2.0084,-0.19073,0.042468
1.4263,-0.38715,-0.52286,1.491,-0.37129,-0.46028,0.012236,0.0085038,0.014579,0.0020102,0.004779,-0.00027442,0.51037,-0.12839,-0.18359,0.33656,0.010943,0.012605,4.028e-05,-34.291,-39.863,337.22,29.369,2.0065,-0.19073,0.043117
1.2978,-0.34568,-0.58703,1.3988,-0.36716,-0.51567,0.023189,0.0088618,0.014463,0.0013778,0.0037372,-0.0020816,0.53507,-0.1273,-0.21821,0.35634,0.0093844,0.011969,1.5405e-05,-29.486,-27.588,356.99,34.433,1.9944,-0.19073,0.046474
1.348,-0.35452,-0.56237,1.4415,-0.37075,-0.50175,0.019351,0.0089077,0.014369,0.001712,0.0040322,-0.0017751,0.51905,-0.12465,-0.19643,0.33967,0.0095679,0.012116,1.1957e-05,-35.754,-36.964,340.33,29.415,2,-0.19073,0.044945
1.3437,-0.37617,-0.56084,1.411,-0.36305,-0.48119,0.025069,0.010851,0.015889,0.0030675,0.005404,0.0002374,0.53441,-0.12928,-0.20006,0.34902,0.010345,0.01233,2.718e-05,-36.747,-37.699,349.67,30.736,2.0018,-0.19073,0.044875
1.1857,-0.27238,-0.88624,1.3067,-0.25806,-0.75238,0.0073546,0.011096,0.010739,0.0012067,0.00012726,0.0010925,0.52288,-0.11626,-0.36289,0.42295,0.0078625,0.0086902,2.1537e-05,55.378,80.571,423.52,32.58,1.9361,-0.19073,0.06689
1.1735,-0.26553,-0.89885,1.2894,-0.2404,-0.76724,0.0067926,0.011028,0.010313,0.0010764,7.4774e-06,0.0011931,0.51963,-0.1123,-0.37551,0.42973,0.0078566,0.0085005,2.1322e-05,68.602,94.343,430.3,31.352,1.9324,-0.19073,0.068795
1.23,-0.28242,-0.8122,1.3689,-0.31837,-0.68507,0.010341,0.011108,0.011081,0.0017278,0.0010807,0.00043421,0.49094,-0.10967,-0.30042,0.37387,0.0079339,0.0093403,2.2043e-05,18.048,36.618,374.49,28.548,1.9544,-0.19073,0.059202
1.224,-0.28005,-0.82523,1.3622,-0.31038,-0.69599,0.0098188,0.01122,0.010957,0.0016911,0.00099262,0.00061634,0.48801,-0.10752,-0.30925,0.37731,0.0078663,0.0091171,2.2771e-05,24.279,44.153,377.93,26.635,1.9517,-0.19073,0.060336
1.1677,-0.27298,-0.84787,1.3051,-0.28055,-0.72597,0.010614,0.010522,0.011409,0.00095655,0.00021759,0.0002837,0.53578,-0.12478,-0.35731,0.4274,0.0078518,0.0089337,2.07e-05,47.621,70.773,427.97,38.216,1.9408,-0.19073,0.064737
1.2003,-0.2767,-0.8464,1.3353,-0.29098,-0.71617,0.0095567,0.011064,0.011169,0.0013907,0.00056608,0.0005743,0.51517,-0.11532,-0.33522,0.40326,0.0078316,0.0089666,2.2324e-05,34.271,56.342,403.86,30.566,1.9452,-0.19073,0.063027
1.2386,-0.28321,-0.8058,1.3763,-0.32126,-0.67955,0.010306,0.011115,0.011022,0.0017859,0.0012085,0.00042197,0.48591,-0.10747,-0.29233,0.36715,0.0079445,0.0093839,2.2385e-05,14.137,32.036,367.78,26.67,1.9562,-0.19073,0.058624
1.2375,-0.28465,-0.75725,1.3797,-0.33803,-0.64613,0.013088,0.010392,0.011514,0.0015596,0.0015871,-0.00053377,0.49679,-0.11266,-0.27756,0.36506,0.0080876,0.0098516,2.1344e-05,3.277,17.332,365.69,30.039,1.9635,-0.19073,0.055967
1.2712,-0.29146,-0.729,1.4071,-0.34935,-0.62433,0.012779,0.010267,0.01145,0.0017945,0.0020672,-0.00049666,0.47058,-0.10492,-0.24889,0.33955,0.0082148,0.010056,2.109e-05,-6.189,4.2908,340.21,24.595,1.9707,-0.19073,0.053638
1.2668,-0.29214,-0.71358,1.4031,-0.35221,-0.61349,0.013826,0.010016,0.011787,0.0016432,0.0022219,-0.0009088,0.47497,-0.10642,-0.24772,0.34105,0.0082501,0.01016,2.0941e-05,-7.9291,1.5974,341.7,25.153,1.9727,-0.19073,0.053031
1.1237,-0.23712,-0.94211,1.21,-0.1698,-0.82895,0.0043099,0.009713,0.0083166,0.00038756,-0.00056829,0.0011439,0.5307,-0.10806,-0.42039,0.46519,0.0080161,0.0082993,1.8675e-05,112.03,136.23,465.73,34.692,1.9177,-0.19073,0.076671
1.1185,-0.23415,-0.94422,1.2033,-0.16458,-0.83281,0.0042321,0.0096346,0.0081968,0.00037518,-0.00059412,0.0011382,0.52847,-0.10619,-0.42347,0.46682,0.0080238,0.0082797,1.8947e-05,116.78,140.39,467.35,34.496,1.9168,-0.19073,0.077255
1.0593,-0.20846,-0.96298,1.1257,-0.12416,-0.87455,0.0040468,0.0080712,0.0068886,-0.00031393,-0.001212,0.0010874,0.52097,-0.10463,-0.44839,0.48865,0.0081584,0.0082075,1.9523e-05,157.16,176.91,489.17,44.721,1.9062,-0.19073,0.083708
1.0458,-0.19526,-0.96728,1.1087,-0.10203,-0.88628,0.003487,0.0078196,0.0062674,-0.00024276,-0.0010827,0.0011572,0.52084,-0.09533,-0.46106,0.49718,0.0081898,0.0081784,2.0745e-05,169.47,183.75,497.68,36.68,1.9041,-0.19073,0.085812
